resample,ari
824,0.3695150115473441
825,0.6357142857142857
826,0.8586049016967412
827,0.32855778414517667
828,0.43262927895120173
829,0.5124528301886793
830,0.6471581316826112
831,0.8785851944224011
832,1.0
833,1.0
834,0.5957894736842105
835,0.6859504132231405
836,0.8226754234358797
837,1.0
838,0.6523605150214592
839,0.8454935622317596
840,0.8092269326683291
841,0.5655172413793104
842,0.6779661016949152
843,0.48842592592592593
844,0.5764119601328903
845,0.6996699669966997
846,0.8333874634621631
847,0.6269592476489029
848,1.0
849,0.36470588235294116
850,0.7439024390243902
851,0.8137369033760187
852,0.7998946814112691
853,0.3381544102668568
854,1.0
855,0.8454935622317596
856,0.5017140898183065
857,0.4891266587924686
858,0.6689576174112256
859,0.700656455142232
860,0.8109243697478992
861,0.5764907601447895
862,0.7499649810897885
863,0.39443155452436196
864,0.31932773109243695
865,0.6890040725657164
866,1.0
867,1.0
868,0.8103868943882886
869,0.7793808656674605
870,0.8577901707912164
871,0.38596491228070173
872,0.7155803415824329
873,0.9081081081081082
874,0.6832298136645962
875,0.8829568788501027
876,0.6272333513806172
877,0.6350487722838883
878,1.0
879,0.9217248008788794
880,0.670846394984326
881,0.8005843681519357
882,0.7270550678371908
883,0.5109379682349415
884,0.625
885,0.816125860373648
886,0.877319587628866
887,0.8348623853211009
888,0.4025157232704403
889,0.481941309255079
890,0.6490588949605343
891,0.6402308678922617
892,0.8955613577023499
893,0.4987066735644077
894,0.8888888888888888
895,0.6953234388126576
896,0.8210526315789474
897,0.6617210682492581
898,0.6492434662998624
899,0.8048016701461378
900,0.4925373134328358
901,0.6357051555176821
902,0.6205357142857143
903,0.7155803415824329
904,0.6859903381642513
905,0.8008540372670807
906,0.8950617283950617
907,0.6494845360824743
908,0.45894334818586885
909,0.7897872340425532
910,0.5662211421628189
911,0.6466512702078522
912,0.854468085106383
913,0.2857142857142857
914,0.8548387096774194
915,0.693413525011002
916,1.0
917,0.8667160310995927
918,0.656441717791411
919,0.6505747126436782
920,0.5905907703357874
921,0.49746192893401014
922,0.6686303387334315
923,0.8454935622317596
924,0.5968992248062015
925,1.0
926,0.7837837837837838
927,0.6149545772187281
928,0.6150815981992122
929,0.3128491620111732
930,1.0
931,0.5635305528612997
932,0.7687814376115528
933,0.6953234388126576
934,0.834307992202729
935,1.0
936,0.9310761789600968
937,0.46565774155995343
938,0.836345039209001
939,0.7207009857612268
940,0.5648464163822525
941,0.7163551918611081
942,0.7624434389140271
943,0.8939224756739512
944,0.5459704880817253
945,1.0
946,0.7635672312478397
947,0.8956535383649773
948,0.852760736196319
949,0.8306451612903226
950,1.0
951,0.5221483043972092
952,1.0
953,0.7525918944392083
954,0.5033881897386253
955,0.5844504021447721
956,0.7253306205493387
957,0.7261410788381742
958,1.0
959,0.757527733755943
960,0.8367346938775511
961,0.3396325459317585
962,0.5417515274949084
963,0.691609977324263
964,0.6077981651376146
965,0.7161825726141079
966,0.5357833655705996
967,0.22670509125840538
968,0.8525845564773452
969,0.3392070484581498
970,0.47623666343355964
971,1.0
972,0.7412418458564871
973,0.6976424361493124
974,1.0
975,0.43983402489626555
976,0.7894736842105263
977,0.8363136176066025
978,0.769798933114485
979,0.6558490566037736
980,0.4318181818181818
981,0.3713763980826295
982,0.8020735155513666
983,0.7782855868910935
984,0.7055214723926381
985,0.6733870967741935
986,0.5022583559168925
987,0.5706618962432916
988,0.7637795275590551
989,0.8866666666666667
990,0.4327390599675851
991,0.7029702970297029
992,0.6362258431223948
993,0.6465043205027494
994,0.8789346246973365
995,0.7635135135135135
996,0.6309111880046137
997,0.4991023339317774
998,0.4824753559693319
999,0.5421903052064632
